Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
19.0,0.999329037331882,104.3622,1905.5196,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9.395,0.8705312389543265,83.825,665.8,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
9.8,0.8976072590013718,192.1478,2324.9736,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
12.6,0.996112669746393,109.2228,3205.1612,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
18.85,0.9998666535700422,189.1846,2101.9306,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
9.13,0.8896773418826186,152.3024,1821.6288,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
9.0,1.0047046583074912,152.2024,3643.2576,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
17.1,0.9177943860444978,114.586,2942.836,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
6.715,0.8794782031944482,40.2454,587.2356,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
5.82,0.9329565767052009,167.77900000000002,2886.243,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18.7,0.8893843729014445,110.2886,2223.772,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.93,0.7142857142857142,123.2414,487.3656,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.75,1.0340717107536939,211.7218,5770.4886,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
20.349999999999998,0.9073208646498166,117.7466,1414.1592,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
5.0,0.9533906952991358,188.85299999999998,5502.8369999999995,16,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7.445,0.8333333333333331,76.8354,2181.8266,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.85,0.9995449920357737,193.9452,1565.9616,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.85,0.8,115.1808,1054.6272,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
19.2,1.0007797175016357,112.9886,1667.829,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17.35,0.8628491567794401,175.6712,2812.3392,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
14.3,0.999167097732159,98.1726,489.36300000000006,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19.5,0.9268750411559654,179.3002,2865.6032,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
6.675,1.0210284678732975,90.7462,1665.8316,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
8.18,0.9223106641275062,143.8154,2694.4926,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6.98,0.9982137485315554,83.4934,1555.9746,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.5,0.9955559587462282,87.9172,3836.3396,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
16.85,1.0015451039586976,90.7488,543.2928,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14.8,0.880788943561898,196.3794,1950.7939999999999,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
12.3,0.8571428571428572,57.3562,177.7686,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
7.435,0.9008043610413468,206.9638,1035.319,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15.1,0.8876243433652687,42.8796,949.4308,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
9.195,1.0054306376374167,160.5578,1283.6624,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10.1,0.9975636739530745,59.9878,484.7024,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16.0,0.9971210497677597,79.5986,934.7832,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
17.7,0.935547819166943,48.1034,534.6374,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8.1,0.8431204530792226,39.448,878.8560000000001,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20.6,0.913189390404294,120.1756,1332.9316,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20.35,0.897924627318715,127.9678,3560.6984,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
8.195,0.8749999999999999,93.1462,647.8234,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
17.75,0.8834992947583872,248.675,4993.5,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.475,1.0384662148450654,240.6854,1691.7978,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19.0,0.8517291523535936,188.7214,1695.7926,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
12.6,0.9174087989527264,124.0072,4042.7376,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9.0,0.8845011407369464,174.83700000000002,4763.799,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
7.895,0.9991670868817987,102.6332,1640.5312,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15.85,0.8938222711965469,58.7904,1288.9888,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
17.1,0.9183390962319685,112.3886,2334.9606,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8.355,0.9196398476783139,148.5418,2207.127,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
10.895,0.8571428571428574,145.2102,437.4306,28,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18.5,1.3317426392119975,118.4124,2370.248,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
19.0,0.8441658431696982,189.9214,5087.3778,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
8.975,1.476548445540232,101.899,103.199,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.1,0.9165258077288468,224.4088,4697.8848,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
9.285,1.0401337439552747,158.6578,2406.867,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11.6,0.9217422489809206,238.3222,5736.5328,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
17.7,0.9076186343372323,183.4266,7192.6374,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12.5,1.003953770958957,220.7798,6611.394,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.0,1.004720903636758,142.3496,3246.4408,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
14.15,1.0021933517921289,51.6982,1262.3568,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20.2,0.8282658320624621,94.1462,1758.3778,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
13.65,0.9997188871112823,211.5902,4672.5844,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
17.25,0.8926048784161521,253.1724,3775.086,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
5.655,0.9182438134196707,147.4102,2478.7734,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20.75,0.9996775802830775,182.2318,3067.3406,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
5.175,0.829145329941774,105.4622,3281.7282,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20.0,1.0316815494366858,46.2744,1086.5856,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11.8,0.6363636363636364,46.5402,229.701,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16.75,0.8604396529774025,102.8674,1528.011,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
18.35,0.85568121520609,155.034,1990.7420000000002,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
12.8,0.9999603662145994,95.141,868.8689999999999,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
19.75,0.8878646947647443,103.0332,1230.3984,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
8.75,1.0238595506694428,187.6556,938.778,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
13.3,1.0023277775431867,234.03,4194.54,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.85,0.9011794467458963,194.6136,1166.4816,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
9.695,1.001292469887302,222.9114,5764.4964,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20.7,0.9991670821918701,37.5506,113.8518,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
11.5,0.9940421437581554,174.408,7443.644,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11.1,0.8723320324183521,191.7846,3057.3536,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.975,0.925473587425576,83.3224,3579.3408,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
12.15,0.9254970267602747,253.1698,1522.0188,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.67,0.9207399951601387,35.4216,450.0808,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
13.8,0.9161552033952317,76.9012,607.2096,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
4.785,0.9981872341734477,120.1098,1325.6078,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20.0,0.8431316712315454,105.3622,1270.3464,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
6.785,0.9956888623416082,43.4112,1107.8912,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
8.395,1.0029482715816695,254.104,3542.0559999999996,4,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6.175,1.0457045554759385,95.2752,1534.0032,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
8.21,1.001041896581041,89.2198,1308.297,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19.7,0.9267394560761418,55.393,1471.418,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
19.6,0.8667048632077489,89.6514,1239.7196,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
7.5,0.9253798783099403,175.3028,3896.2616,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5.845,1.0022564134624197,214.4218,1496.0526,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
11.395,0.7272727272727273,151.6708,3460.8284,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
7.17,1.0035467806402787,132.1968,2870.9296,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
5.75,1.0049400030834923,114.7176,1259.6936,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
15.5,1.4719720193069485,178.2028,177.1028,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.76,0.8879379523683935,99.77,798.96,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13.65,1.003338903214647,212.9902,3185.853,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10.8,0.8093085367726063,98.3042,1488.0629999999999,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
11.1,0.8687741348801988,189.2846,5159.2842,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19.2,0.8515428617906102,182.0318,5954.2494,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12.8,0.9231753278594064,226.8404,4500.808,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
8.785,0.75,123.0414,121.8414,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20.6,0.9294568235712408,185.9556,4318.3788,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7.89,1.0011075481281608,121.0782,3456.1678,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
16.85,1.1245317100965195,185.8266,1659.8394,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
16.35,0.8263128104609953,127.402,759.012,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
9.195,0.9949340396084205,159.4578,4974.1918,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
17.35,1.0016632988821388,87.98299999999999,1707.777,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
8.96,0.9951180190525611,197.3768,7488.9184,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
11.1,0.9032019384236746,116.8124,2488.7604,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
12.6,0.9989901386326815,186.7556,2816.3340000000003,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
5.32,1.0210112711091786,101.4674,2954.1546,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
19.6,1.580110433339891,255.2698,761.0094,28,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
13.0,0.8991760391573198,199.4426,593.2278,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
18.7,0.9017140396667128,50.2324,1298.31,28,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19.85,0.9991670783983233,46.3376,1150.5024,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
17.6,1.0045602833538947,237.15900000000002,3072.667,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
14.6,0.9996547682147068,181.7976,3259.7568,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
7.55,0.9992938086642502,152.734,2756.4120000000003,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
13.8,1.0016800181950158,106.9254,2930.1858,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
17.25,1.5158601618904788,99.2068,97.2068,15,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10.1,0.8808032071192144,153.1656,1544.656,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
14.3,0.881150872957356,212.5586,3165.8790000000004,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9.8,0.9997754901599837,100.6016,1619.2256,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11.3,0.913579371212008,194.4478,387.4956,16,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7.67,0.9233756910351238,36.3216,415.4592,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
13.8,1.4738020173310766,55.893,226.372,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.395,0.8324106764982944,160.0604,1267.6832,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
20.7,0.897569274387321,175.8028,1593.9252,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
16.1,1.3997912943644817,147.17600000000002,585.904,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17.35,0.8977947157652897,149.605,3745.125,4,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
16.35,0.9053675256513313,104.82799999999999,1810.976,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
19.35,0.999728779217042,167.0474,2358.2636,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.2,0.7713484387235305,50.3034,145.8102,6,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0
14.3,1.0037420569061615,78.2302,554.6114,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
18.5,0.9026888967772287,146.8102,3499.4448,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20.0,0.8333333333333331,127.3678,1780.3492,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11.599999999999998,0.9942317062510561,172.1106,2566.659,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
10.1,1.00303532925132,38.2848,1230.3984,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.1,0.8377351506240841,41.548,918.804,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
16.75,0.9947632099690421,170.7106,3079.9908,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
8.18,1.000490072347896,56.9588,744.3644,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
19.5,0.9249991192993468,179.8002,716.4008,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
18.7,0.8942773312497567,254.7672,5113.344,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12.35,0.8566054570800793,48.5692,886.8456,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
16.0,0.8918724603967632,45.5718,1039.9796,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
8.395,1.0004322498140692,253.704,4554.072,14,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
4.785,1.0010446340157635,119.7098,1807.6470000000002,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5.03,0.8816738583035135,122.6756,2665.8632,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
15.6,0.6809818837485334,174.3054,1751.0539999999999,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.285,0.9294568358363532,173.6054,2626.5809999999997,9,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
20.35,0.8571428571428572,120.9072,1470.0864,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
17.7,0.9166510120635665,165.9816,4362.3216,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
6.52,0.9975728527878789,164.3842,4476.1734,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20.25,0.846601964983272,248.4092,2241.0828,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
8.945,0.875,264.791,4733.838,6,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
7.825,1.4150914480536452,66.0826,258.3304,28,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
18.25,0.999437566536398,199.0084,3174.5344,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
20.35,0.8956720822057734,127.6678,2924.8594,14,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
16.75,0.8893322376474653,72.3038,960.7494,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
12.1,1.5620926816344933,178.166,539.298,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.5,0.8571428571428571,144.2102,2041.3428,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15.0,0.911224128232511,58.5904,996.0368,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
19.5,1.041916223332108,158.99200000000002,1757.7120000000002,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
13.65,1.0329997858367317,230.6668,1842.9344,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
13.15,0.9062281004635021,170.6764,3435.528,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
16.1,0.9963686115323572,106.2596,1402.1748,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20.6,0.8813932269273069,211.4244,7833.8028,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
6.28,1.000267227947671,87.9198,1221.0772,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5.925,0.8309139355591567,42.8086,669.1289999999999,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
17.7,0.919597185446852,94.541,1061.951,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
18.85,0.9992261842678015,168.1132,2874.9244,16,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
15.6,0.8648001303912982,241.8854,4592.0226,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
17.5,1.3904183023961805,141.718,419.454,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17.7,0.9112762291901587,182.8266,5163.9448,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
16.1,1.0003838715431004,107.7596,323.5788,26,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
9.8,0.8907479491323738,128.40200000000002,1265.02,4,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
7.565,1.0017600655838945,54.793,622.523,11,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
17.6,0.8482889188073236,111.7202,1125.202,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12.15,0.8893322651161318,164.1552,5198.5664,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9.31,0.8971603999444786,61.651,379.506,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
19.25,1.1263421478508253,82.1908,2432.8332,14,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
9.5,1.0430454671728264,110.7228,1657.842,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
15.35,0.9986561815743217,143.947,3006.087,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
14.5,0.8501442863048355,153.4682,2287.0229999999997,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
9.8,0.8648954741292182,120.3098,1687.1372,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
17.85,1.0038940613431881,189.1188,3237.1196,6,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7.02,1.0418729390525396,82.225,2746.425,26,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
7.9750000000000005,0.9942317214444196,81.425,1331.6,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
16.6,1.061773436265469,53.2614,607.8754,28,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
12.3,0.8983482858035483,106.3938,857.5504,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5.46,0.9014272559659166,184.824,4287.752,9,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
15.1,1.0001538948604252,147.2076,1773.6912,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
11.8,1.4844691413624704,46.8402,597.2226,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
19.25,0.9029432224497884,33.4558,441.4254,4,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
13.65,0.7999999999999999,55.8588,1431.47,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
13.35,1.0273414037073392,240.2564,2860.2768,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
6.670000000000001,0.9125970998967337,86.9514,3364.9532,28,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
13.15,1.0006154584815747,88.6856,1757.7120000000002,11,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
14.3,0.90626199264752,89.8856,966.7416,16,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
12.3,1.0289273471709717,115.1834,1958.1178,11,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
7.825,1.3527970289573052,63.2826,129.1652,15,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19.1,0.9219533776450349,38.8138,365.5242,9,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
8.71,0.8687127718295317,93.7778,1783.6782,26,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
19.6,0.9017201062662622,252.2698,2790.3678,26,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
19.5,0.9000000000000001,179.3002,2328.3026,14,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
15.85,0.888888888888889,174.737,2822.992,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
10.6,0.9948602466122629,85.1224,2045.3376,28,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
